sqft,bath,balcony,price,bhk,location_encoded,society_encoded
750.0,1.0,2.0,47.0,1,94.86427360583376,83.71621677142761
1430.0,2.0,1.0,102.0,3,94.86427360583376,83.71621677142761
1128.0,2.0,1.0,60.0,2,94.86427360583376,82.07198285992033
1073.0,2.0,0.0,54.005,2,64.96763593463689,82.76290706729203
451.0,1.0,0.0,29.9,1,64.96763593463689,76.07078690169502
1062.0,2.0,1.0,42.47,2,64.96763593463689,75.69391412921046
1455.0,3.0,2.0,73.31,3,64.96763593463689,82.76290706729203
871.0,2.0,2.0,55.0,2,64.96763593463689,81.46550900436958
1098.0,2.0,1.0,43.91,2,64.96763593463689,75.69391412921046
1062.0,2.0,1.0,42.47,2,64.96763593463689,75.69391412921046
500.0,1.0,1.0,31.0,1,64.96763593463689,76.07078690169502
909.0,2.0,1.0,40.9,2,64.96763593463689,75.69391412921046
1431.0,3.0,0.0,72.02,3,64.96763593463689,82.76290706729203
500.0,1.0,1.0,30.0,1,64.96763593463689,76.07078690169502
1605.0,2.0,2.0,65.0,3,64.96763593463689,81.77403507052814
1504.0,2.0,2.0,83.0,3,64.96763593463689,85.06447777026928
1368.0,2.0,1.0,54.71,3,64.96763593463689,75.69391412921046
1089.0,2.0,1.0,43.55,2,64.96763593463689,75.69391412921046
1224.0,2.0,2.0,48.95,3,64.96763593463689,75.69391412921046
1513.0,2.0,3.0,62.0,2,64.96763593463689,83.33439678443351
1006.0,2.0,0.0,44.0,2,64.96763593463689,79.99024727011236
500.0,1.0,1.0,33.0,1,64.96763593463689,76.07078690169502
1510.0,2.0,3.0,80.0,2,64.96763593463689,83.33439678443351
1296.0,2.0,2.0,51.83,3,64.96763593463689,75.69391412921046
1046.0,2.0,1.0,48.0,2,64.96763593463689,76.07078690169502
1269.0,2.0,3.0,50.75,3,64.96763593463689,75.69391412921046
1408.0,3.0,2.0,80.0,3,64.96763593463689,82.76290706729203
1500.0,2.0,3.0,55.0,3,64.96763593463689,81.77403507052814
1005.0,2.0,1.0,50.0,2,85.96127464682397,76.87969420356387
1890.0,2.0,2.0,85.0,3,85.96127464682397,103.28459102442473
1100.0,2.0,1.0,65.0,2,85.96127464682397,82.47246338310768
1035.0,2.0,1.0,45.0,2,85.96127464682397,76.87969420356387
5000.0,4.0,3.0,290.0,4,85.96127464682397,103.28459102442473
1005.0,2.0,1.0,42.0,2,85.96127464682397,76.87969420356387
1005.0,2.0,1.0,43.0,2,85.96127464682397,76.87969420356387
835.0,2.0,0.0,37.0,2,85.96127464682397,76.87969420356387
1466.0,2.0,2.0,71.0,2,85.96127464682397,84.3026685445582
1890.0,2.0,0.0,93.0,3,85.96127464682397,103.28459102442473
1079.0,2.0,1.0,60.0,2,85.96127464682397,82.47246338310768
1480.0,2.0,1.0,80.0,2,85.96127464682397,82.47246338310768
1073.0,2.0,1.0,52.36,2,85.96127464682397,82.47246338310768
1719.3,2.0,2.0,88.0,3,85.96127464682397,84.3026685445582
1780.0,3.0,2.0,88.0,3,85.96127464682397,84.3026685445582
1300.0,2.0,2.0,58.0,3,85.96127464682397,76.87969420356387
1522.0,3.0,2.0,90.0,3,85.96127464682397,82.47246338310768
1571.0,3.0,2.0,65.0,3,85.96127464682397,82.72252523173532
890.0,2.0,2.0,45.0,2,85.96127464682397,76.87969420356387
5000.0,4.0,0.0,300.0,4,85.96127464682397,103.28459102442473
1331.95,2.0,2.0,69.0,2,85.96127464682397,84.3026685445582
985.0,2.0,1.0,40.39,2,70.13204190594294,70.98913129120243
795.0,2.0,1.0,32.54,2,70.13204190594294,70.98913129120243
1005.0,2.0,1.0,39.59,2,70.13204190594294,70.98913129120243
1260.0,2.0,1.0,45.0,3,70.13204190594294,80.12035574447536
1020.0,2.0,1.0,41.82,2,70.13204190594294,70.98913129120243
985.0,2.0,1.0,40.39,2,70.13204190594294,70.98913129120243
795.0,2.0,1.0,32.54,2,70.13204190594294,70.98913129120243
1130.0,2.0,1.0,46.33,2,70.13204190594294,70.98913129120243
795.0,1.0,1.0,32.6,2,70.13204190594294,70.98913129120243
985.0,2.0,1.0,38.92,2,70.13204190594294,70.98913129120243
1000.0,2.0,1.0,41.0,2,70.13204190594294,70.98913129120243
995.0,2.0,1.0,40.8,2,70.13204190594294,70.98913129120243
1020.0,2.0,1.0,40.8,2,70.13204190594294,70.98913129120243
1662.0,3.0,3.0,85.1,3,82.16854305943325,84.83548236484475
1897.0,3.0,2.0,120.0,3,82.16854305943325,84.83548236484475
1410.0,2.0,2.0,80.0,3,82.16854305943325,84.83548236484475
1662.0,3.0,2.0,85.0,3,82.16854305943325,84.83548236484475
1662.0,3.0,2.0,85.5,3,82.16854305943325,84.83548236484475
1666.0,3.0,0.0,95.0,3,82.16854305943325,84.83548236484475
1575.0,3.0,0.0,90.0,3,82.16854305943325,84.83548236484475
1430.0,2.0,2.0,75.0,3,82.16854305943325,84.83548236484475
1419.0,2.0,3.0,73.0,3,82.16854305943325,84.83548236484475
1092.0,2.0,1.0,60.0,2,82.16854305943325,82.07198285992033
1700.0,3.0,1.0,80.0,3,82.16854305943325,84.67415234718028
1884.0,3.0,3.0,98.0,3,82.16854305943325,84.83548236484475
1314.0,2.0,2.0,68.8,2,82.16854305943325,84.83548236484475
1690.0,3.0,2.0,85.0,3,82.16854305943325,84.83548236484475
1265.0,2.0,3.0,67.0,2,82.16854305943325,84.83548236484475
2300.0,4.0,3.0,102.0,3,82.16854305943325,84.83548236484475
1662.0,3.0,0.0,90.0,3,82.16854305943325,84.83548236484475
1420.0,2.0,2.0,75.0,3,82.16854305943325,84.83548236484475
1412.0,2.0,3.0,88.0,3,82.16854305943325,84.83548236484475
1434.0,3.0,3.0,84.0,3,82.16854305943325,84.83548236484475
1419.0,2.0,3.0,87.0,3,82.16854305943325,84.83548236484475
1690.0,3.0,2.0,85.0,3,82.16854305943325,84.83548236484475
1100.0,2.0,2.0,48.0,2,82.16854305943325,80.51068116756436
1896.0,3.0,2.0,102.0,3,82.16854305943325,84.83548236484475
1300.0,2.0,2.0,66.0,2,82.16854305943325,84.83548236484475
1225.0,2.0,0.0,68.0,2,82.16854305943325,84.83548236484475
1421.0,2.0,2.0,73.0,3,82.16854305943325,84.83548236484475
900.0,2.0,1.0,45.0,2,82.16854305943325,80.12035574447536
1105.0,2.0,1.0,75.0,2,92.56897424151309,87.09345000429644
1150.0,2.0,2.0,80.0,2,92.56897424151309,87.07436518984845
1332.0,2.0,1.0,79.0,2,92.56897424151309,87.11636059356496
1730.0,3.0,1.0,120.0,3,92.56897424151309,87.09345000429644
3500.0,3.0,0.0,198.0,3,92.56897424151309,100.02695232201403
1351.0,2.0,1.0,77.0,2,92.56897424151309,87.07436518984845
2550.0,4.0,2.0,149.0,4,92.56897424151309,87.07436518984845
1625.0,2.0,2.0,145.0,3,92.56897424151309,93.13120318077515
1303.0,2.0,2.0,80.0,2,92.56897424151309,87.11636059356496
1607.0,2.0,2.0,112.0,3,92.56897424151309,87.11636059356496
1700.0,2.0,2.0,76.0,2,92.56897424151309,87.07436518984845
1607.0,2.0,2.0,112.0,3,92.56897424151309,87.11636059356496
1935.0,4.0,2.0,130.0,3,112.00992449949504,107.7764097973774
1424.0,2.0,2.0,90.0,2,112.00992449949504,107.7764097973774
2225.0,4.0,2.0,169.0,3,112.00992449949504,107.7764097973774
1850.0,4.0,3.0,139.0,3,112.00992449949504,107.7764097973774
1862.0,3.0,2.0,119.0,3,112.00992449949504,107.7764097973774
1424.0,2.0,2.0,90.0,2,112.00992449949504,107.7764097973774
2150.0,4.0,2.0,125.0,3,112.00992449949504,107.7764097973774
3530.0,4.0,2.0,290.0,4,112.00992449949504,107.7764097973774
1852.0,3.0,2.0,130.0,3,112.00992449949504,107.7764097973774
1850.0,4.0,2.0,120.0,3,112.00992449949504,107.7764097973774
1367.0,2.0,2.0,86.0,2,112.00992449949504,107.7764097973774
3565.0,4.0,3.0,255.0,4,112.00992449949504,107.4431353607049
1409.0,2.0,2.0,95.0,2,112.00992449949504,107.7764097973774
1950.0,4.0,2.0,120.0,3,112.00992449949504,107.7764097973774
1921.0,4.0,3.0,129.0,3,112.00992449949504,107.7764097973774
1935.0,4.0,2.0,125.0,3,112.00992449949504,107.7764097973774
1852.0,4.0,2.0,122.0,3,112.00992449949504,107.7764097973774
1950.0,4.0,2.0,120.0,3,112.00992449949504,107.7764097973774
1852.0,3.0,2.0,125.0,3,112.00992449949504,107.7764097973774
1850.0,4.0,2.0,121.0,3,112.00992449949504,107.7764097973774
1425.0,2.0,1.0,94.0,2,112.00992449949504,107.7764097973774
2395.0,4.0,2.0,150.0,3,112.00992449949504,107.7764097973774
1750.0,3.0,2.0,100.0,3,98.3100629335887,87.83308606591562
3198.0,4.0,3.0,200.0,4,98.3100629335887,95.14491064979137
2422.0,4.0,2.0,160.0,4,98.3100629335887,95.14491064979137
1750.0,3.0,3.0,100.0,3,98.3100629335887,87.83308606591562
3200.0,4.0,1.0,205.0,4,98.3100629335887,100.93771164255502
1728.0,3.0,2.0,95.0,3,98.3100629335887,87.83308606591562
2062.0,3.0,0.0,140.0,4,98.3100629335887,95.14491064979137
1732.46,3.0,2.0,92.0,3,98.3100629335887,87.83308606591562
2800.0,4.0,0.0,140.0,4,98.3100629335887,95.14491064979137
1224.0,2.0,2.0,70.0,2,98.3100629335887,95.14491064979137
1777.26,3.0,2.0,105.0,3,98.3100629335887,87.83308606591562
1650.0,3.0,3.0,82.0,3,98.3100629335887,84.89475849833887
2062.0,3.0,0.0,140.0,4,98.3100629335887,95.14491064979137
1650.0,3.0,3.0,82.0,3,98.3100629335887,84.89475849833887
1224.0,2.0,2.0,67.0,2,98.3100629335887,95.14491064979137
1723.0,3.0,2.0,95.0,3,98.3100629335887,87.83308606591562
1777.26,3.0,2.0,89.0,3,98.3100629335887,87.83308606591562
1777.26,3.0,2.0,92.0,3,98.3100629335887,87.83308606591562
450.0,1.0,1.0,11.0,1,38.68386875766114,62.85173648459944
1600.0,4.0,0.0,52.8,4,38.68386875766114,81.13520184450674
656.0,2.0,1.0,25.0,2,38.68386875766114,70.8142349733049
400.0,1.0,1.0,11.0,1,38.68386875766114,70.8142349733049
400.0,1.0,1.0,12.0,1,38.68386875766114,62.85173648459944
400.0,1.0,1.0,14.0,1,38.68386875766114,70.8142349733049
500.0,1.0,1.0,17.0,1,38.68386875766114,62.85173648459944
395.0,1.0,1.0,10.25,1,38.68386875766114,62.85173648459944
420.0,1.0,1.0,17.0,1,38.68386875766114,62.85173648459944
1639.0,2.0,1.0,40.98,3,38.68386875766114,74.05819201740303
418.0,1.0,1.0,12.0,1,38.68386875766114,62.85173648459944
400.0,1.0,1.0,10.0,1,38.68386875766114,62.85173648459944
695.0,1.0,1.0,25.0,2,38.68386875766114,76.04768742605084
850.0,1.0,1.0,25.0,2,38.68386875766114,76.04768742605084
450.0,1.0,1.0,12.5,1,38.68386875766114,62.85173648459944
995.0,1.0,1.0,24.88,2,38.68386875766114,74.05819201740303
900.0,1.0,1.0,25.0,2,38.68386875766114,76.04768742605084
1174.0,2.0,1.0,29.35,2,38.68386875766114,74.05819201740303
782.0,1.0,0.0,19.55,1,38.68386875766114,74.05819201740303
1175.0,2.0,1.0,29.38,2,38.68386875766114,74.05819201740303
656.0,2.0,1.0,25.0,2,38.68386875766114,70.8142349733049
400.0,1.0,1.0,11.5,1,38.68386875766114,70.8142349733049
460.0,1.0,1.0,13.0,1,38.68386875766114,62.85173648459944
418.0,2.0,1.0,11.5,1,38.68386875766114,62.85173648459944
550.0,1.0,1.0,11.5,1,38.68386875766114,62.85173648459944
996.0,2.0,1.0,24.9,2,38.68386875766114,74.05819201740303
400.0,1.0,1.0,10.25,1,38.68386875766114,70.8142349733049
656.0,2.0,1.0,25.0,2,38.68386875766114,70.8142349733049
520.0,1.0,1.0,15.0,1,38.68386875766114,62.85173648459944
950.0,2.0,1.0,52.0,2,81.16604445827102,80.52718011347335
1850.0,3.0,0.0,170.0,3,81.16604445827102,96.3839150398501
1200.0,2.0,2.0,80.0,2,81.16604445827102,84.67415234718028
1274.0,2.0,2.0,70.0,2,81.16604445827102,83.37306760355031
1070.0,2.0,1.0,48.0,2,81.16604445827102,80.51068116756436
1280.0,2.0,2.0,80.0,2,81.16604445827102,84.25642870628668
1100.0,2.0,2.0,70.0,2,81.16604445827102,83.37306760355031
1000.0,2.0,2.0,58.0,2,81.16604445827102,81.34848187582668
1265.0,2.0,2.0,55.0,2,81.16604445827102,80.52718011347335
965.0,2.0,2.0,56.0,2,81.16604445827102,81.34848187582668
1147.0,2.0,1.0,75.0,2,81.16604445827102,84.25642870628668
1400.0,2.0,3.0,90.0,2,81.16604445827102,85.97523709081027
1200.0,2.0,2.0,70.0,2,81.16604445827102,83.37306760355031
1265.0,2.0,3.0,55.0,3,81.16604445827102,80.52718011347335
1210.0,2.0,1.0,80.9,2,69.86743900847236,84.79124997410699
1205.0,2.0,1.0,78.5,2,69.86743900847236,70.30578716346045
1145.0,2.0,2.0,65.0,2,69.86743900847236,82.72252523173532
1012.0,2.0,1.0,54.59,2,69.86743900847236,70.30578716346045
1020.07,2.0,1.0,68.38,2,69.86743900847236,70.30578716346045
1205.47,2.0,1.0,81.0,2,69.86743900847236,70.30578716346045
1007.0,2.0,1.0,65.0,2,69.86743900847236,70.30578716346045
1205.0,2.0,1.0,70.0,2,69.86743900847236,70.30578716346045
1210.0,2.0,1.0,74.0,2,69.86743900847236,70.30578716346045
1210.0,2.0,1.0,83.0,2,69.86743900847236,70.30578716346045
675.0,1.0,1.0,45.0,1,69.86743900847236,70.30578716346045
656.0,1.0,1.0,43.0,1,69.86743900847236,70.30578716346045
1012.0,2.0,1.0,54.59,2,69.86743900847236,70.30578716346045
1012.0,2.0,1.0,64.0,2,69.86743900847236,70.30578716346045
1007.0,2.0,1.0,62.0,2,69.86743900847236,70.30578716346045
1007.0,2.0,1.0,67.0,2,69.86743900847236,70.30578716346045
1007.0,2.0,1.0,66.0,2,69.86743900847236,70.30578716346045
1210.0,2.0,1.0,69.0,2,69.86743900847236,70.30578716346045
790.0,1.0,0.0,42.295,1,69.86743900847236,70.30578716346045
1012.0,2.0,1.0,65.0,2,69.86743900847236,70.30578716346045
656.0,1.0,1.0,38.77,1,69.86743900847236,70.30578716346045
645.0,1.0,1.0,39.0,1,69.86743900847236,70.30578716346045
645.0,1.0,1.0,41.0,1,69.86743900847236,70.30578716346045
1210.0,2.0,1.0,82.0,2,69.86743900847236,70.30578716346045
1205.0,2.0,1.0,73.87,2,69.86743900847236,70.30578716346045
1012.0,2.0,1.0,70.0,2,69.86743900847236,70.30578716346045
1007.0,2.0,1.0,68.0,2,69.86743900847236,70.30578716346045
1205.0,2.0,1.0,67.0,2,69.86743900847236,70.30578716346045
1205.0,2.0,1.0,79.0,2,69.86743900847236,70.30578716346045
1012.0,2.0,1.0,68.0,2,69.86743900847236,70.30578716346045
1300.0,2.0,2.0,75.0,3,85.6177305557665,84.02360997536529
1800.0,3.0,2.0,115.0,3,85.6177305557665,90.00274478973995
1125.0,2.0,1.0,63.0,2,85.6177305557665,81.98681166787888
1310.0,2.0,2.0,80.0,2,85.6177305557665,90.00274478973995
2600.0,4.0,1.0,135.0,3,85.6177305557665,91.83011843714516
1260.0,2.0,3.0,75.0,2,85.6177305557665,83.92470991110953
1350.0,2.0,0.0,83.0,3,85.6177305557665,85.06447777026928
1400.0,2.0,1.0,78.0,3,85.6177305557665,80.71015208377449
1700.0,3.0,2.0,125.0,3,85.6177305557665,90.00274478973995
1390.0,2.0,2.0,86.0,2,85.6177305557665,90.00274478973995
1460.0,2.0,3.0,70.0,2,85.6177305557665,83.37306760355031
1200.0,2.0,1.0,60.0,2,85.6177305557665,81.98681166787888
1290.0,2.0,2.0,80.0,2,85.6177305557665,90.00274478973995
1186.0,2.0,3.0,65.0,2,85.6177305557665,84.02839278870013
1650.0,3.0,2.0,101.0,3,85.6177305557665,90.00274478973995
1105.0,2.0,2.0,90.0,2,85.6177305557665,83.92470991110953
1330.0,2.0,2.0,77.0,2,85.6177305557665,90.00274478973995
1185.0,2.0,2.0,67.0,2,85.6177305557665,83.92470991110953
1650.0,3.0,2.0,101.0,3,85.6177305557665,90.00274478973995
1310.0,2.0,2.0,80.43,2,85.6177305557665,90.00274478973995
600.0,1.0,0.0,27.0,2,85.6177305557665,80.71015208377449
1430.0,2.0,2.0,87.8,2,85.6177305557665,90.00274478973995
1540.0,3.0,3.0,80.0,3,85.6177305557665,84.02839278870013
1800.0,3.0,2.0,125.0,3,85.6177305557665,90.00274478973995
1750.0,2.0,2.0,89.0,3,85.6177305557665,85.84512861644727
1770.0,3.0,3.0,108.0,3,85.6177305557665,90.00274478973995
1800.0,3.0,2.0,125.0,3,85.6177305557665,90.00274478973995
1100.0,2.0,1.0,63.0,2,85.6177305557665,82.46230828300932
1260.0,2.0,3.0,75.0,2,85.6177305557665,83.92470991110953
1426.0,3.0,2.0,85.0,3,85.6177305557665,84.02839278870013
1050.0,2.0,1.0,65.0,2,74.50700053455499,82.72252523173532
1170.0,2.0,1.0,66.0,3,74.50700053455499,79.79252077004432
595.0,1.0,1.0,33.32,1,74.50700053455499,80.86821332675457
1460.0,2.0,1.0,90.0,3,74.50700053455499,79.79252077004432
1556.0,2.0,1.0,59.13,3,74.50700053455499,80.00351634391245
1179.0,2.0,1.0,66.02,2,74.50700053455499,80.86821332675457
1122.0,2.0,0.0,58.935,2,74.50700053455499,46.2361101775536
1400.0,2.0,2.0,78.0,2,74.50700053455499,79.79252077004432
1654.0,3.0,2.0,100.0,3,74.50700053455499,86.02956701754277
1460.0,2.0,2.0,72.0,3,74.50700053455499,79.79252077004432
1200.0,2.0,2.0,75.0,2,74.50700053455499,86.38419467979399
1760.0,3.0,2.0,67.0,3,74.50700053455499,82.98274218046132
595.0,1.0,1.0,31.83,1,74.50700053455499,80.86821332675457
1255.0,2.0,2.0,65.26,2,74.50700053455499,79.79252077004432
1550.0,3.0,2.0,78.0,3,74.50700053455499,79.79252077004432
1550.0,3.0,2.0,82.0,3,74.50700053455499,79.79252077004432
1550.0,2.0,2.0,75.0,3,74.50700053455499,84.02360997536529
912.0,2.0,1.0,55.0,2,74.50700053455499,81.42144048810533
1115.0,2.0,1.0,65.12,2,74.50700053455499,46.2361101775536
1600.0,3.0,2.0,95.0,3,74.50700053455499,79.79252077004432
1275.0,2.0,2.0,65.0,2,74.50700053455499,79.79252077004432
892.0,2.0,1.0,39.0,2,74.50700053455499,79.33970489829737
1880.0,3.0,2.0,95.0,3,74.50700053455499,79.79252077004432
1260.0,2.0,2.0,70.0,2,74.50700053455499,79.79252077004432
1788.0,3.0,2.0,90.0,3,74.50700053455499,85.97523709081027
1725.0,3.0,0.0,110.0,3,74.50700053455499,86.38419467979399
950.0,2.0,0.0,38.0,2,74.50700053455499,79.36256696721985
1220.0,2.0,1.0,80.0,2,74.50700053455499,86.02956701754277
1130.0,2.0,2.0,78.0,2,74.50700053455499,46.2361101775536
1486.0,3.0,1.0,83.22,3,74.50700053455499,80.86821332675457
1460.0,2.0,2.0,75.0,3,74.50700053455499,79.79252077004432
1015.0,2.0,0.0,48.0,2,74.50700053455499,80.51068116756436
1115.0,2.0,1.0,61.0,2,74.50700053455499,46.2361101775536
1136.0,2.0,1.0,48.0,2,74.50700053455499,79.85904569437156
1200.0,2.0,2.0,69.0,3,74.50700053455499,79.79252077004432
1465.0,2.0,1.0,76.0,3,74.50700053455499,79.79252077004432
1302.0,2.0,0.0,67.73,2,74.50700053455499,79.79252077004432
1200.0,2.0,2.0,65.0,2,74.50700053455499,82.72252523173532
1240.0,2.0,1.0,65.0,2,74.50700053455499,82.72252523173532
1100.0,2.0,2.0,52.0,3,74.50700053455499,81.03111506501634
1532.0,3.0,0.0,84.29,3,74.50700053455499,46.2361101775536
1268.0,2.0,1.0,69.0,2,74.50700053455499,85.60401382284131
1450.0,2.0,2.0,87.0,3,74.50700053455499,79.79252077004432
2932.0,5.0,0.0,195.0,4,74.50700053455499,99.63662689892504
960.0,2.0,3.0,58.0,2,74.50700053455499,79.79252077004432
1275.0,2.0,1.0,73.0,2,74.50700053455499,79.79252077004432
1305.0,2.0,2.0,60.0,3,74.50700053455499,81.41940740827692
1215.0,2.0,1.0,68.0,2,74.50700053455499,79.79252077004432
1215.0,2.0,1.0,68.0,2,74.50700053455499,79.79252077004432
1894.0,3.0,1.0,115.0,3,74.50700053455499,89.2279489498852
1655.0,2.0,2.0,62.89,3,74.50700053455499,80.00351634391245
1693.0,3.0,2.0,89.0,3,74.50700053455499,80.86821332675457
1280.0,2.0,2.0,60.16,2,74.50700053455499,82.0928002158184
3230.0,5.0,0.0,165.0,4,74.50700053455499,95.7333726680351
1215.0,2.0,1.0,68.0,2,74.50700053455499,79.79252077004432
1365.0,3.0,1.0,76.18,3,74.50700053455499,46.2361101775536
1115.0,2.0,2.0,78.0,2,74.50700053455499,46.2361101775536
1532.0,3.0,0.0,79.465,3,74.50700053455499,46.2361101775536
1535.0,3.0,3.0,60.0,3,74.50700053455499,82.3414393301301
1655.0,3.0,3.0,90.0,3,74.50700053455499,79.79252077004432
1247.0,2.0,1.0,47.39,2,74.50700053455499,80.00351634391245
1237.0,2.0,0.0,49.49,2,74.50700053455499,80.70454279436522
905.0,2.0,1.0,65.0,2,74.50700053455499,79.79252077004432
2185.0,3.0,3.0,120.0,4,74.50700053455499,79.79252077004432
1012.0,2.0,1.0,45.0,2,74.50700053455499,79.85904569437156
1725.0,3.0,3.0,85.0,3,74.50700053455499,83.05069465463254
1460.0,2.0,2.0,80.0,3,74.50700053455499,79.79252077004432
1340.0,2.0,3.0,85.0,2,74.50700053455499,87.80270532879888
1520.0,2.0,3.0,81.0,3,74.50700053455499,79.79252077004432
1115.0,2.0,1.0,61.0,2,74.50700053455499,46.2361101775536
1250.0,2.0,0.0,48.0,2,74.50700053455499,79.36256696721985
1640.0,3.0,2.0,105.0,3,74.50700053455499,85.60401382284131
1656.0,2.0,1.0,62.93,3,74.50700053455499,80.00351634391245
1660.0,3.0,2.0,85.0,3,74.50700053455499,79.79252077004432
1880.0,3.0,2.0,96.5,3,74.50700053455499,79.79252077004432
1550.0,3.0,2.0,96.0,3,74.50700053455499,79.79252077004432
1200.0,2.0,2.0,78.0,2,74.50700053455499,46.2361101775536
1450.0,2.0,2.0,78.0,3,74.50700053455499,79.79252077004432
700.0,1.0,1.0,31.2,1,74.50700053455499,78.32485879826599
1630.0,3.0,3.0,68.0,3,74.50700053455499,82.3414393301301
1400.0,3.0,2.0,69.0,3,74.50700053455499,79.79252077004432
905.0,2.0,1.0,58.0,2,74.50700053455499,79.79252077004432
1465.0,2.0,1.0,75.0,3,74.50700053455499,79.79252077004432
1920.0,3.0,3.0,122.0,3,74.50700053455499,79.79252077004432
1520.0,2.0,3.0,80.0,3,74.50700053455499,79.79252077004432
1270.0,2.0,1.0,73.0,3,74.50700053455499,79.79252077004432
1846.0,3.0,2.0,120.0,3,74.50700053455499,87.80270532879888
