Reported Source,Reported Date,Service Type,Urgency,Impact,Priority,Closure Source,Ticket Type,Closed Date
11000,1701477913,3,3000,3000,2,2000,0,1701911037
4200,1701477942,0,2000,1000,1,2000,0,1702281467
8000,1701478059,0,4000,4000,3,2000,0,1701911037
11000,1701478200,3,4000,2000,3,2000,0,1701911037
4200,1701478256,0,2000,1000,1,2000,0,1702198668
8000,1701478312,0,4000,4000,3,2000,0,1701911037
11000,1701478590,3,4000,4000,3,2000,0,1701911037
8000,1701478564,0,4000,4000,3,2000,0,1701911037
2000,1701478528,1,4000,4000,3,2000,0,1701911037
11000,1701478783,3,3000,3000,2,2000,0,1702003247
11000,1701478808,3,4000,4000,3,2000,0,1701918514
11000,1701478814,3,4000,4000,3,2000,0,1701918514
11000,1701478820,3,4000,4000,3,2000,0,1701918514
11000,1701478829,3,4000,4000,3,2000,0,1701922184
2000,1701478880,0,4000,4000,3,NULL,0,NULL
8000,1701478816,0,4000,4000,3,2000,0,1701911037
4200,1701478971,1,4000,4000,3,2000,0,1702406480
11000,1701479097,3,4000,4000,3,2000,0,1701914400
8000,1701479068,0,4000,4000,3,2000,0,1701912258
11000,1701479231,3,4000,4000,3,2000,0,1701912258
11000,1701479406,3,3000,2000,2,2000,0,1702029228
8000,1701479321,0,4000,4000,3,2000,0,1701912258
2000,1701479200,1,4000,4000,3,2000,0,1701912258
11000,1701479441,3,3000,2000,2,2000,0,1702096115
4200,1701479624,0,4000,4000,3,2000,0,1702144861
11000,1701479661,3,3000,3000,2,2000,0,1702349456
8000,1701479575,0,4000,4000,3,2000,0,1701912258
11000,1701479741,3,4000,3000,3,2000,0,1701930807
11000,1701479790,3,4000,4000,3,2000,0,1701912258
11000,1701479820,3,3000,2000,2,2000,0,1701941965
8000,1701479787,0,4000,4000,3,2000,0,1701912258
11000,1701479940,3,4000,2000,3,2000,0,1701998358
11000,1701479943,3,4000,2000,3,2000,0,1701998358
11000,1701479972,3,3000,3000,2,2000,0,1702349456
2000,1701479788,1,4000,4000,3,2000,0,1701912258
8000,1701480001,0,4000,4000,3,2000,0,1701912258
11000,1701480178,3,4000,4000,3,2000,0,1701914400
8000,1701480213,0,4000,4000,3,2000,0,1701913530
11000,1701480305,3,3000,2000,2,2000,0,1702170857
11000,1701480305,3,4000,2000,3,2000,0,1701998358
11000,1701480307,3,3000,2000,2,2000,0,1702083274
2000,1701480216,3,4000,4000,3,2000,0,1701935757
11000,1701480349,3,4000,3000,3,2000,0,1701928321
11000,1701480357,3,4000,3000,3,2000,0,1701932042
11000,1701480491,3,4000,3000,3,2000,0,1701944454
11000,1701480492,3,4000,2000,3,2000,0,1702170857
8000,1701480426,0,4000,4000,3,2000,0,1701913530
2000,1701480334,1,4000,4000,3,2000,0,1701913530
12002,1701480658,0,3000,4000,2,2000,0,1701914400
11000,1701480662,3,3000,2000,2,2000,0,1702083274
11000,1701480666,3,4000,3000,3,2000,0,1701929568
8000,1701480638,0,4000,4000,3,2000,0,1701913530
11000,1701480851,3,4000,2000,3,2000,0,1702092198
11000,1701480879,3,4000,3000,3,2000,0,1701928321
11000,1701480881,3,4000,4000,3,2000,0,1701923420
11000,1701480885,3,3000,3000,2,2000,0,1701922184
11000,1701480886,3,4000,4000,3,2000,0,1701914846
11000,1701480926,3,4000,2000,3,2000,0,1702170857
11000,1701480934,3,4000,4000,3,2000,0,1701916069
8000,1701480891,0,4000,4000,3,2000,0,1701913530
11000,1701480989,3,4000,4000,3,2000,0,1701913530
11000,1701481162,3,3000,3000,2,2000,0,1701914400
11000,1701481168,3,3000,3000,2,2000,0,1701914400
11000,1701481194,3,4000,4000,3,2000,0,1702030521
11000,1701481197,3,4000,2000,3,2000,0,1702170857
11000,1701481232,3,4000,4000,3,2000,0,1701944454
8000,1701481144,0,4000,4000,3,2000,0,1701913530
2000,1701480984,1,4000,4000,3,2000,0,1701913530
11000,1701481306,3,4000,3000,3,2000,0,1701930807
11000,1701481320,3,4000,4000,3,2000,0,1701918514
11000,1701481320,3,3000,4000,2,2000,0,1701940736
11000,1701481321,3,4000,4000,3,2000,0,1701918514
11000,1701481344,3,3000,3000,2,2000,0,1701914400
11000,1701481350,3,4000,3000,3,2000,0,1701932042
11000,1701481353,3,4000,2000,3,2000,0,1702170857
11000,1701481366,3,3000,3000,2,2000,0,1702349456
11000,1701481366,3,4000,3000,3,2000,0,1701944454
11000,1701481375,3,4000,4000,3,2000,0,1701914400
11000,1701481389,3,4000,4000,3,2000,0,1701914400
11000,1701481390,3,3000,3000,2,2000,0,1702349456
11000,1701481413,3,4000,4000,3,2000,0,1701933289
8000,1701481357,0,4000,4000,3,2000,0,1701913530
6000,1701481497,0,3000,4000,2,NULL,0,NULL
11000,1701481504,3,3000,3000,2,2000,0,1702349456
11000,1701481504,3,4000,4000,3,2000,0,1701914400
11000,1701481504,3,4000,4000,3,2000,0,1701914400
11000,1701481504,3,4000,4000,3,2000,0,1701929568
11000,1701481512,3,3000,3000,2,2000,0,1702349456
11000,1701481513,3,4000,3000,3,2000,0,1701928321
11000,1701481514,3,4000,4000,3,2000,0,1701929568
4200,1701481515,1,4000,4000,3,NULL,0,NULL
11000,1701481515,3,3000,3000,2,2000,0,1701914400
11000,1701481537,3,3000,3000,2,2000,0,1702349456
11000,1701481537,3,4000,4000,3,2000,0,1701928321
2000,1701480640,1,4000,4000,3,2000,0,1702285582
11000,1701481561,3,3000,3000,2,2000,0,1702349456
11000,1701481565,3,4000,3000,3,2000,0,1701930807
11000,1701481570,3,3000,3000,2,2000,0,1702349456
11000,1701481585,3,4000,3000,3,2000,0,1701929568
11000,1701481594,3,4000,2000,3,2000,0,1701916069
11000,1701481595,3,4000,2000,3,2000,0,1701916069
9000,1701481623,1,4000,4000,3,2000,0,1702360891
8000,1701481570,0,4000,4000,3,2000,0,1701914400
2000,1701481546,1,4000,4000,3,2000,0,1701914400
8000,1701481820,0,4000,4000,3,2000,0,1701914400
11000,1701481931,3,4000,4000,3,NULL,0,NULL
11000,1701481974,3,4000,2000,3,2000,0,1702170857
2000,1701481927,1,4000,4000,3,2000,0,1701922184
11000,1701482007,3,4000,2000,3,2000,0,1702105206
11000,1701482079,3,4000,2000,3,2000,0,1702096115
11000,1701482082,3,4000,2000,3,2000,0,1702030521
8000,1701482033,0,4000,4000,3,2000,0,1701914400
11000,1701482190,3,4000,4000,3,2000,0,1701914400
2000,1701481956,1,4000,4000,3,2000,0,1701927090
2000,1701482204,3,4000,4000,3,2000,0,1702019324
11000,1701482262,3,4000,2000,3,2000,0,1701914846
9000,1701482277,1,4000,4000,3,2000,0,1702457938
11000,1701482278,3,4000,4000,3,2000,0,1701951854
11000,1701482282,3,4000,2000,3,2000,0,1701914846
2000,1701482091,1,4000,4000,3,2000,0,1701914846
5000,1701482361,3,3000,3000,2,2000,0,1701941965
5000,1701482362,3,3000,3000,2,2000,0,1701941965
5000,1701482362,3,3000,3000,2,2000,0,1701943196
8000,1701482284,0,4000,4000,3,2000,0,1701914846
2000,1701482245,0,2000,3000,2,NULL,0,NULL
2000,1701482537,0,4000,4000,3,NULL,0,NULL
5000,1701482572,3,3000,3000,2,2000,0,1701941965
11000,1701482583,3,4000,4000,3,2000,0,1701918514
11000,1701482583,3,4000,4000,3,2000,0,1701916069
8000,1701482533,0,4000,4000,3,2000,0,1701914846
11000,1701482713,3,3000,3000,2,2000,0,1701916069
4200,1701482737,0,2000,1000,1,2000,0,1702106776
11000,1701482794,3,4000,4000,3,2000,0,1701944454
8000,1701482783,0,4000,4000,3,2000,0,1701916069
2000,1701482669,1,4000,4000,3,2000,0,1701916069
11000,1701482963,3,2000,3000,2,2000,0,1701944454
4200,1701483003,1,4000,4000,3,NULL,0,NULL
11000,1701483034,3,3000,2000,2,2000,0,1702010533
11000,1701483049,3,4000,3000,3,2000,0,1701932042
11000,1701483059,3,4000,4000,3,2000,0,1701944454
11000,1701483081,3,4000,4000,3,2000,0,1701916069
8000,1701482997,0,4000,4000,3,2000,0,1701916069
11000,1701483298,3,4000,4000,3,2000,0,1701934516
8000,1701483210,0,4000,4000,3,2000,0,1701916069
11000,1701483392,3,4000,4000,3,2000,0,1701916069
2000,1701483422,3,4000,4000,3,2000,0,1701933289
11000,1701483463,3,4000,2000,3,2000,0,1701932042
2000,1701483273,1,4000,4000,3,2000,0,1701916069
8000,1701483424,0,4000,4000,3,2000,0,1701916069
11000,1701483535,3,3000,4000,2,2000,0,1701944454
11000,1701483606,3,4000,4000,3,2000,0,1701918514
8000,1701483674,0,4000,4000,3,2000,0,1701916069
4200,1701483908,1,4000,4000,3,NULL,0,NULL
11000,1701483943,3,4000,4000,3,2000,0,1701927090
11000,1701483955,3,4000,4000,3,2000,0,1702032990
8000,1701483888,0,4000,4000,3,2000,0,1701917293
11000,1701483980,3,3000,3000,2,2000,0,1701945726
11000,1701484067,3,4000,4000,3,2000,0,1701917293
2000,1701484001,1,4000,4000,3,2000,0,1701917293
8000,1701484139,0,4000,4000,3,2000,0,1701917293
11000,1701484384,3,4000,4000,3,2000,0,1701917293
11000,1701484443,3,3000,2000,2,2000,0,1701917293
8000,1701484390,0,4000,4000,3,2000,0,1701917293
12002,1701484483,1,3000,4000,2,2000,0,1702251384
11000,1701484497,3,4000,4000,3,2000,0,1701934516
11000,1701484557,3,4000,4000,3,2000,0,1701939471
11000,1701484561,3,3000,3000,2,2000,0,1701944454
11000,1701484582,3,4000,4000,3,2000,0,1701917293
3000,1701484613,3,4000,4000,3,2000,0,1701948171
11000,1701484618,3,4000,4000,3,2000,0,1701965349
2000,1701484480,1,4000,4000,3,2000,0,1702092198
8000,1701484604,0,4000,4000,3,2000,0,1701917293
11000,1701484810,3,4000,4000,3,2000,0,1701918514
11000,1701484810,3,4000,4000,3,2000,0,1701918514
11000,1701484814,3,4000,4000,3,2000,0,1701918514
11000,1701484863,3,3000,3000,2,2000,0,1702020550
8000,1701484855,0,4000,4000,3,2000,0,1701917293
8000,1701485105,0,4000,4000,3,2000,0,1701917293
11000,1701485224,3,4000,3000,3,2000,0,1701920964
11000,1701485309,3,4000,4000,3,2000,0,1701918514
11000,1701485377,3,4000,2000,3,2000,0,1702193128
8000,1701485355,0,4000,4000,3,2000,0,1701918514
11000,1701485481,3,3000,3000,2,2000,0,1701943196
6000,1701485487,0,4000,4000,3,2000,0,1702446254
6000,1701485590,0,4000,4000,3,2000,0,1702460567
11000,1701485650,3,3000,3000,2,2000,0,1701918514
8000,1701485570,0,4000,4000,3,2000,0,1701918514
2000,1701485531,1,4000,4000,3,2000,0,1701918514
6000,1701485487,0,4000,4000,3,NULL,0,NULL
11000,1701485781,3,4000,4000,3,2000,0,1701918514
8000,1701485783,0,4000,4000,3,2000,0,1701918514
2000,1701486077,0,4000,4000,3,NULL,0,NULL
8000,1701485997,0,4000,4000,3,2000,0,1701918514
9000,1701486149,1,4000,4000,3,2000,0,1702126892
11000,1701486260,3,4000,4000,3,2000,0,1701923420
4200,1701486271,1,4000,4000,3,2000,0,1701922184
11000,1701486299,3,4000,4000,3,2000,0,1701934516
8000,1701486247,0,4000,4000,3,2000,0,1701918514
11000,1701486358,3,4000,4000,3,2000,0,1701939471
8000,1701486461,0,4000,4000,3,2000,0,1701919747
11000,1701486553,3,4000,4000,3,2000,0,1701922184
2000,1701486358,1,4000,4000,3,2000,0,1701919747
11000,1701486592,3,4000,2000,3,2000,0,1701920964
4200,1701486620,0,4000,4000,3,2000,0,1702106776
11000,1701486719,3,4000,4000,3,2000,0,1701924645
8000,1701486675,0,4000,4000,3,2000,0,1701919747
11000,1701486803,3,3000,3000,2,2000,0,1701944454
11000,1701486943,3,3000,3000,2,2000,0,1702025499
8000,1701486888,0,4000,4000,3,2000,0,1701919747
11000,1701487103,3,4000,4000,3,2000,0,1701919747
2000,1701486892,1,4000,4000,3,2000,0,1701919747
12002,1701487124,0,4000,4000,3,2000,0,1701927090
11000,1701487137,3,4000,4000,3,2000,0,1701923420
8000,1701487102,0,4000,4000,3,2000,0,1701919747
11000,1701487210,3,4000,4000,3,2000,0,1701923420
8000,1701487316,0,4000,4000,3,2000,0,1701919747
11000,1701487506,3,3000,3000,2,2000,0,1701919747
11000,1701487559,3,4000,4000,3,2000,0,1702063876
8000,1701487530,0,4000,4000,3,2000,0,1701919747
11000,1701487736,3,4000,4000,3,2000,0,1701923420
3000,1701487818,3,4000,4000,3,2000,0,1701949392
8000,1701487779,0,4000,4000,3,2000,0,1701920964
11000,1701488003,3,4000,4000,3,2000,0,1701949392
8000,1701487992,0,4000,4000,3,2000,0,1701920964
11000,1701488122,3,3000,3000,2,2000,0,1702000791
11000,1701488186,3,3000,3000,2,2000,0,1701944454
11000,1701488204,3,3000,3000,2,2000,0,1702003247
2000,1701488037,1,4000,4000,3,2000,0,1701920964
8000,1701488242,0,4000,4000,3,2000,0,1701920964
11000,1701488423,3,4000,4000,3,2000,0,1701920964
8000,1701488492,0,4000,4000,3,2000,0,1701920964
11000,1701488649,3,3000,3000,2,2000,0,1701920964
2000,1701488751,1,4000,4000,3,2000,0,1702109528
8000,1701488742,0,4000,4000,3,2000,0,1701920964
2000,1701488614,1,4000,4000,3,2000,0,1701920964
11000,1701488979,3,3000,2000,2,2000,0,1701943196
12002,1701489029,0,4000,4000,3,2000,0,1701939471
11000,1701489058,3,3000,2000,2,2000,0,1701939471
11000,1701489059,3,3000,2000,2,2000,0,1701939471
11000,1701489060,3,3000,2000,2,2000,0,1701939471
11000,1701488332,3,1000,1000,0,2000,0,1701964128
8000,1701488992,0,4000,4000,3,2000,0,1701922184
11000,1701489128,3,3000,2000,2,2000,0,1702029228
11000,1701489139,3,3000,2000,2,2000,0,1701943196
11000,1701489145,3,3000,3000,2,2000,0,1701943196
11000,1701489166,3,3000,2000,2,2000,0,1701939471
11000,1701489254,3,3000,2000,2,2000,0,1701939471
8000,1701489206,0,4000,4000,3,2000,0,1701922184
11000,1701489333,3,3000,2000,2,2000,0,1701922184
11000,1701489335,3,3000,2000,2,2000,0,1701922184
11000,1701489357,3,4000,4000,3,2000,0,1701934516
2000,1701489155,1,4000,4000,3,2000,0,1701922184
11000,1701489483,3,3000,2000,2,2000,0,1701922184
6000,1701489426,1,4000,4000,3,2000,0,1701922184
8000,1701489455,0,4000,4000,3,2000,0,1701922184
1000,1701489528,1,4000,4000,3,2000,0,1701951854
11000,1701489607,3,4000,4000,3,2000,0,1701923420
11000,1701489624,3,4000,4000,3,2000,0,1701922184
12002,1701489651,1,4000,4000,3,NULL,0,NULL
11000,1701489663,3,4000,3000,3,2000,0,1701932042
2000,1701489718,0,4000,4000,3,NULL,0,NULL
8000,1701489669,0,4000,4000,3,2000,0,1701922184
11000,1701489882,3,4000,4000,3,2000,0,1701924645
2000,1701489737,1,4000,4000,3,2000,0,1701922184
8000,1701489882,0,4000,4000,3,2000,0,1701922184
4200,1701490003,0,4000,4000,3,2000,0,1702386144
11000,1701490112,3,4000,2000,3,2000,0,1701951854
8000,1701490132,0,4000,4000,3,2000,0,1701923420
11000,1701490255,3,4000,3000,3,2000,0,1701928321
11000,1701490256,3,4000,3000,3,2000,0,1701928321
11000,1701490257,3,4000,3000,3,2000,0,1701928321
11000,1701490257,3,4000,3000,3,2000,0,1701928321
11000,1701490401,3,3000,3000,2,2000,0,1701943196
8000,1701490344,0,4000,4000,3,2000,0,1701923420
11000,1701490542,3,4000,3000,3,2000,0,1701928321
2000,1701490326,1,4000,4000,3,2000,0,1701923420
11000,1701490599,3,3000,3000,2,2000,0,1701938244
8000,1701490558,0,4000,4000,3,2000,0,1701923420
11000,1701490687,3,4000,4000,3,2000,0,1701928321
6000,1701490646,0,4000,4000,3,2000,0,1701934516
11000,1701490825,3,4000,4000,3,2000,0,1701923420
8000,1701490771,0,4000,4000,3,2000,0,1701923420
4200,1701490981,1,4000,4000,3,2000,0,1701967849
11000,1701491048,3,4000,3000,3,2000,0,1701944454
11000,1701491067,3,3000,3000,2,2000,0,1702301661
8000,1701491023,0,4000,4000,3,2000,0,1701923420
11000,1701491125,3,3000,3000,2,2000,0,1702003247
2000,1701490921,1,4000,4000,3,2000,0,1701923420
11000,1701491166,3,4000,4000,3,2000,0,1701939471
4200,1701491202,1,4000,4000,3,2000,0,1702442471
11000,1701491231,3,4000,4000,3,2000,0,1701924645
11000,1701491244,3,3000,3000,2,2000,0,1702305642
11000,1701491272,3,3000,3000,2,2000,0,1702089612
8000,1701491273,0,4000,4000,3,2000,0,1701924645
4200,1701491529,0,4000,4000,3,2000,0,1701928321
11000,1701491535,3,4000,3000,3,2000,0,1701966604
8000,1701491523,0,4000,4000,3,2000,0,1701924645
11000,1701491697,3,4000,4000,3,2000,0,1701934516
11000,1701491767,3,4000,3000,3,2000,0,1701944454
8000,1701491736,0,4000,4000,3,2000,0,1701924645
6000,1701491804,1,4000,4000,3,2000,0,1701941965
11000,1701491873,3,4000,4000,3,2000,0,1701925866
11000,1701491889,3,4000,3000,3,2000,0,1701944454
11000,1701491946,3,4000,3000,3,2000,0,1701932042
12002,1701491959,0,4000,4000,3,2000,0,1701927090
11000,1701492023,3,4000,4000,3,2000,0,1701924645
8000,1701491949,0,4000,4000,3,2000,0,1701924645
4200,1701492124,1,4000,4000,3,2000,0,1702442471
3000,1701492129,3,4000,4000,3,2000,0,1702117592
11000,1701492144,3,3000,3000,2,2000,0,1702200025
11000,1701492173,3,4000,2000,3,2000,0,1702016739
11000,1701492179,3,4000,2000,3,2000,0,1702016739
11000,1701492181,3,4000,2000,3,2000,0,1702016739
11000,1701492183,3,4000,2000,3,2000,0,1702016739
11000,1701492184,3,4000,2000,3,2000,0,1702016739
11000,1701492187,3,4000,2000,3,2000,0,1702016739
11000,1701492187,3,4000,2000,3,2000,0,1702016739
11000,1701492189,3,4000,2000,3,2000,0,1702016739
11000,1701492194,3,4000,2000,3,2000,0,1702016739
11000,1701492198,3,4000,2000,3,2000,0,1702016739
11000,1701492199,3,4000,2000,3,2000,0,1702088289
11000,1701492202,3,4000,2000,3,2000,0,1702016739
11000,1701492202,3,4000,2000,3,2000,0,1702016739
11000,1701492205,3,4000,2000,3,2000,0,1702016739
11000,1701492209,3,4000,2000,3,2000,0,1702016739
11000,1701492211,3,4000,2000,3,2000,0,1702016739
11000,1701492211,3,4000,2000,3,2000,0,1702016739
11000,1701492213,3,4000,2000,3,2000,0,1702016739
11000,1701492215,3,4000,2000,3,2000,0,1702016739
11000,1701492224,3,4000,2000,3,2000,0,1702016739
11000,1701492226,3,4000,2000,3,2000,0,1702016739
11000,1701492226,3,4000,2000,3,2000,0,1702016739
11000,1701492228,3,4000,2000,3,2000,0,1702088289
11000,1701492229,3,4000,2000,3,2000,0,1702016739
11000,1701492232,3,4000,2000,3,2000,0,1702016739
11000,1701492232,3,4000,2000,3,2000,0,1702088289
11000,1701492236,3,4000,2000,3,2000,0,1702016739
11000,1701492238,3,4000,2000,3,2000,0,1702016739
11000,1701492239,3,4000,2000,3,2000,0,1702016739
2000,1701491687,3,4000,4000,3,2000,0,1702101250
11000,1701492248,3,4000,2000,3,2000,0,1702016739
11000,1701492251,3,4000,2000,3,2000,0,1702088289
8000,1701492162,0,4000,4000,3,2000,0,1701924645
11000,1701492264,3,4000,2000,3,2000,0,1702016739
11000,1701492366,3,4000,4000,3,2000,0,1701939471
11000,1701492395,3,3000,2000,2,2000,0,1701925866
11000,1701492457,3,4000,4000,3,2000,0,1701929568
8000,1701492375,0,4000,4000,3,2000,0,1701924645
2000,1701492372,1,4000,4000,3,2000,0,1701925866
6000,1701492622,1,3000,4000,2,2000,0,1701937014
2000,1701492146,3,4000,4000,3,2000,0,1702116242
11000,1701492696,3,3000,3000,2,2000,0,1702022997
8000,1701492627,0,4000,4000,3,2000,0,1701925866
2000,1701492264,3,4000,4000,3,2000,0,1702185006
11000,1701492796,3,4000,4000,3,2000,0,1701925866
11000,1701492844,3,3000,2000,2,2000,0,1701925866
11000,1701492896,3,4000,4000,3,2000,0,1701934516
8000,1701492880,0,4000,4000,3,2000,0,1701925866
11000,1701492971,3,4000,4000,3,2000,0,1701925866
4200,1701493072,1,4000,4000,3,NULL,0,NULL
11000,1701493086,3,4000,4000,3,2000,0,1701928321
8000,1701493092,0,4000,4000,3,2000,0,1701925866
11000,1701493225,3,4000,4000,3,2000,0,1701925866
2000,1701493244,0,4000,4000,3,NULL,0,NULL
2000,1701493045,1,4000,4000,3,2000,0,1701925866
11000,1701493374,3,4000,2000,3,2000,0,1702170857
8000,1701493308,0,4000,4000,3,2000,0,1701925866
11000,1701493481,3,4000,2000,3,2000,0,1701927090
11000,1701493596,3,4000,4000,3,2000,0,1701944454
8000,1701493561,0,4000,4000,3,2000,0,1701925866
3000,1701493765,3,4000,4000,3,2000,0,1701949392
11000,1701493775,3,3000,3000,2,2000,0,1702025499
2000,1701493595,1,4000,4000,3,2000,0,1701927090
11000,1701493828,3,3000,3000,2,2000,0,1701943196
9000,1701493840,1,4000,4000,3,2000,0,1702204114
8000,1701493811,0,4000,4000,3,2000,0,1701927090
11000,1701494062,3,3000,3000,2,2000,0,1702304315
8000,1701494065,0,4000,4000,3,2000,0,1701927090
4200,1701494178,1,4000,4000,3,2000,0,1702099964
11000,1701494254,3,3000,2000,2,2000,0,1702029228
11000,1701494286,3,4000,3000,3,2000,0,1701944454
8000,1701494316,0,4000,4000,3,2000,0,1701927090
11000,1701494406,3,4000,3000,3,2000,0,1701944454
2000,1701494183,1,4000,4000,3,2000,0,1701927090
11000,1701494425,3,4000,4000,3,2000,0,1701927090
11000,1701494518,3,4000,4000,3,2000,0,1701929568
11000,1701494584,3,4000,3000,3,2000,0,1701928321
8000,1701494566,0,4000,4000,3,2000,0,1701927090
11000,1701494699,3,4000,4000,3,2000,0,1701934516
11000,1701494721,3,3000,3000,2,2000,0,1702003247
11000,1701494725,3,4000,2000,3,2000,0,1702105206
11000,1701494725,3,4000,2000,3,2000,0,1702105206
11000,1701494736,3,4000,2000,3,2000,0,1702105206
11000,1701494736,3,4000,2000,3,2000,0,1702105206
11000,1701494738,3,4000,2000,3,2000,0,1702105206
11000,1701494755,3,4000,2000,3,2000,0,1701928321
11000,1701494757,3,4000,4000,3,2000,0,1701939471
12002,1701494777,0,4000,4000,3,NULL,0,NULL
11000,1701494786,3,4000,2000,3,2000,0,1701929568
8000,1701494779,0,4000,4000,3,2000,0,1701927090
4200,1701494876,0,4000,4000,3,2000,0,1701929568
2000,1701494769,1,4000,4000,3,2000,0,1701928321
2000,1701494807,3,4000,4000,3,2000,0,1702278740
11000,1701495064,3,4000,3000,3,2000,0,1701930807
8000,1701495029,0,4000,4000,3,2000,0,1701928321
11000,1701495133,3,3000,3000,2,2000,0,1701928321
11000,1701495212,3,4000,4000,3,2000,0,1701929568
8000,1701495242,0,4000,4000,3,2000,0,1701928321
4200,1701495357,0,4000,4000,3,2000,0,1702169567
11000,1701495572,3,4000,4000,3,2000,0,1701929568
8000,1701495492,0,4000,4000,3,2000,0,1701928321
2000,1701495369,1,4000,4000,3,2000,0,1701928321
11000,1701495626,3,4000,4000,3,2000,0,1701928321
2000,1701495537,3,4000,4000,3,2000,0,1702181051
11000,1701495666,3,3000,2000,2,2000,0,1701928321
3000,1701495769,3,4000,4000,3,2000,0,1702120241
8000,1701495742,0,4000,4000,3,2000,0,1701928321
12002,1701495872,1,3000,4000,2,2000,0,1701934516
11000,1701495915,3,4000,4000,3,2000,0,1701980154
3000,1701495987,0,4000,4000,3,2000,0,1702243963
8000,1701495958,0,4000,4000,3,2000,0,1701928321
6000,1701496148,1,4000,4000,3,2000,0,1702109528
2000,1701496119,3,4000,4000,3,2000,0,1702019324
6000,1701496092,0,4000,4000,3,2000,0,1701929568
8000,1701496171,0,4000,4000,3,2000,0,1701929568
11000,1701496304,3,4000,2000,3,2000,0,1701966604
2000,1701496072,1,4000,4000,3,2000,0,1701929568
8000,1701496421,0,4000,4000,3,2000,0,1701929568
12002,1701496636,1,3000,4000,2,2000,0,1701935757
8000,1701496671,0,4000,4000,3,2000,0,1701929568
11000,1701496785,3,4000,4000,3,2000,0,1701929568
10000,1701496801,1,4000,4000,3,2000,0,1702133402
11000,1701496803,3,3000,2000,2,2000,0,1701933289
10000,1701496804,1,4000,4000,3,2000,0,1702125536
11000,1701496839,3,4000,4000,3,2000,0,1701929568
2000,1701496872,0,4000,4000,3,NULL,0,NULL
2000,1701496665,1,4000,4000,3,2000,0,1701929568
11000,1701496960,3,4000,2000,3,2000,0,1702036705
8000,1701496923,0,4000,4000,3,2000,0,1701929568
11000,1701497065,3,4000,3000,3,2000,0,1701955524
11000,1701497073,3,4000,3000,3,2000,0,1701955524
11000,1701497113,3,4000,4000,3,2000,0,1701934516
11000,1701497155,3,4000,4000,3,2000,0,1701929568
12002,1701497248,0,4000,4000,3,2000,0,1702193128
8000,1701497173,0,4000,4000,3,2000,0,1701929568
11000,1701497279,3,4000,4000,3,2000,0,1701930807
11000,1701497333,3,4000,3000,3,2000,0,1701935757
11000,1701497345,3,3000,2000,2,2000,0,1701929568
2000,1701496905,3,4000,4000,3,2000,0,1702065083
8000,1701497387,0,4000,4000,3,2000,0,1701930807
2000,1701497478,1,4000,4000,3,2000,0,1702117592
2000,1701497286,1,4000,4000,3,2000,0,1701930807
11000,1701497587,3,4000,3000,3,2000,0,1701944454
2000,1701497577,1,4000,4000,3,2000,0,1702117592
12002,1701497676,0,4000,4000,3,2000,0,1701937014
11000,1701497721,3,3000,3000,2,2000,0,1701934516
8000,1701497640,0,4000,4000,3,2000,0,1701930807
11000,1701497846,3,4000,3000,3,2000,0,1701933289
11000,1701497903,3,4000,3000,3,2000,0,1701934516
11000,1701497977,3,3000,3000,2,2000,0,1701930807
8000,1701497893,0,4000,4000,3,2000,0,1701930807
11000,1701498025,3,4000,4000,3,2000,0,1701930807
2000,1701497909,1,4000,4000,3,2000,0,1701930807
8000,1701498145,0,4000,4000,3,2000,0,1701930807
12002,1701498252,1,3000,4000,2,2000,0,1701940736
8000,1701498123,1,4000,4000,3,2000,0,1701930807
11000,1701498306,3,4000,2000,3,2000,0,1701933289
11000,1701498368,3,4000,4000,3,2000,0,1701939471
9000,1701498408,1,4000,4000,3,2000,0,1702355700
8000,1701498399,0,4000,4000,3,2000,0,1701930807
8000,1701498465,1,4000,4000,3,2000,0,1701930807
8000,1701498652,0,4000,4000,3,2000,0,1701932042
10000,1701498850,3,4000,4000,3,NULL,0,NULL
11000,1701498862,3,3000,3000,2,2000,0,1702302966
11000,1701498910,3,4000,4000,3,2000,0,1701934516
8000,1701498801,1,4000,4000,3,2000,0,1701932042
11000,1701498977,3,4000,4000,3,2000,0,1701933289
3000,1701498990,3,4000,4000,3,2000,0,1701948171
8000,1701498905,0,4000,4000,3,2000,0,1701932042
11000,1701499228,3,4000,4000,3,2000,0,1701932042
8000,1701499157,0,4000,4000,3,2000,0,1701932042
9000,1701499257,1,4000,4000,3,NULL,0,1701675360
2000,1701499013,1,4000,4000,3,2000,0,1701932042
8000,1701499133,1,4000,4000,3,2000,0,1701932042
1000,1701497357,0,3000,4000,2,2000,0,1702360891
11000,1701499327,3,4000,3000,3,2000,0,1701944454
11000,1701499330,3,4000,3000,3,2000,0,1701944454
11000,1701499342,3,3000,3000,2,2000,0,1702305642
11000,1701499391,3,4000,4000,3,2000,0,1701959182
11000,1701499467,3,3000,3000,2,2000,0,1702304315
8000,1701499408,0,4000,4000,3,2000,0,1701932042
11000,1701499562,3,4000,3000,3,2000,0,1702039173
11000,1701499568,3,3000,3000,2,2000,0,1702032990
9000,1701499593,1,4000,4000,3,2000,0,1702126892
8000,1701499465,1,4000,4000,3,2000,0,1701932042
11000,1701499595,3,4000,4000,3,2000,0,1701944454
11000,1701499626,3,3000,3000,2,2000,0,1701932042
4200,1701499666,1,4000,4000,3,2000,0,1702186342
